# go_id	kind	status	crystal_refs	notes
tree/tree.go::method::Leaf.String	method	missing		auto-generated
tree/tree.go::method::Leaf.Value	method	missing		auto-generated
tree/tree.go::method::Tree.Child	method	missing		auto-generated
tree/tree.go::method::Tree.Children	method	missing		auto-generated
tree/tree.go::method::Tree.Enumerator	method	missing		auto-generated
tree/tree.go::method::Tree.EnumeratorStyle	method	missing		auto-generated
tree/tree.go::method::Tree.EnumeratorStyleFunc	method	missing		auto-generated
tree/tree.go::method::Tree.Hidden	method	missing		auto-generated
tree/tree.go::method::Tree.Hide	method	missing		auto-generated
tree/tree.go::method::Tree.Indenter	method	missing		auto-generated
tree/tree.go::method::Tree.IndenterStyle	method	missing		auto-generated
tree/tree.go::method::Tree.IndenterStyleFunc	method	missing		auto-generated
tree/tree.go::method::Tree.ItemStyle	method	missing		auto-generated
tree/tree.go::method::Tree.ItemStyleFunc	method	missing		auto-generated
tree/tree.go::method::Tree.Offset	method	missing		auto-generated
tree/tree.go::method::Tree.Root	method	missing		auto-generated
tree/tree.go::method::Tree.RootStyle	method	missing		auto-generated
tree/tree.go::method::Tree.SetHidden	method	missing		auto-generated
tree/tree.go::method::Tree.SetValue	method	missing		auto-generated
tree/tree.go::method::Tree.String	method	missing		auto-generated
tree/tree.go::method::Tree.Value	method	missing		auto-generated
tree/tree.go::method::Tree.Width	method	missing		auto-generated
tree/tree.go::struct::Leaf	struct	missing		auto-generated
tree/tree.go::struct::Tree	struct	missing		auto-generated
tree/tree.go::type::Node	type	missing		auto-generated
tree/tree_test.go::test::TestAddItemWithAndWithoutRoot	test	missing		auto-generated
tree/tree_test.go::test::TestAt	test	missing		auto-generated
tree/tree_test.go::test::TestEmbedListWithinTree	test	missing		auto-generated
tree/tree_test.go::test::TestFilter	test	missing		auto-generated
tree/tree_test.go::test::TestMultilinePrefix	test	missing		auto-generated
tree/tree_test.go::test::TestMultilinePrefixInception	test	missing		auto-generated
tree/tree_test.go::test::TestMultilinePrefixSubtree	test	missing		auto-generated
tree/tree_test.go::test::TestNodeDataRemoveOutOfBounds	test	missing		auto-generated
tree/tree_test.go::test::TestRootStyle	test	missing		auto-generated
tree/tree_test.go::test::TestTree	test	missing		auto-generated
tree/tree_test.go::test::TestTreeAddTwoSubTreesWithoutName	test	missing		auto-generated
tree/tree_test.go::test::TestTreeAllHidden	test	missing		auto-generated
tree/tree_test.go::test::TestTreeCustom	test	missing		auto-generated
tree/tree_test.go::test::TestTreeHidden	test	missing		auto-generated
tree/tree_test.go::test::TestTreeLastNodeIsSubTree	test	missing		auto-generated
tree/tree_test.go::test::TestTreeMixedEnumeratorSize	test	missing		auto-generated
tree/tree_test.go::test::TestTreeMultilineNode	test	missing		auto-generated
tree/tree_test.go::test::TestTreeNil	test	missing		auto-generated
tree/tree_test.go::test::TestTreeRoot	test	missing		auto-generated
tree/tree_test.go::test::TestTreeStartsWithSubtree	test	missing		auto-generated
tree/tree_test.go::test::TestTreeStyleAt	test	missing		auto-generated
tree/tree_test.go::test::TestTreeStyleNilFuncs	test	missing		auto-generated
tree/tree_test.go::test::TestTreeSubTreeWithCustomEnumerator	test	missing		auto-generated
tree/tree_test.go::test::TestTreeTable	test	missing		auto-generated
tree/tree_test.go::test::TestTypes	test	missing		auto-generated
unset.go::method::Style.UnsetAlign	method	missing		auto-generated
unset.go::method::Style.UnsetAlignHorizontal	method	missing		auto-generated
unset.go::method::Style.UnsetAlignVertical	method	missing		auto-generated
unset.go::method::Style.UnsetBackground	method	missing		auto-generated
unset.go::method::Style.UnsetBlink	method	missing		auto-generated
unset.go::method::Style.UnsetBold	method	missing		auto-generated
unset.go::method::Style.UnsetBorderBackground	method	missing		auto-generated
unset.go::method::Style.UnsetBorderBottom	method	missing		auto-generated
unset.go::method::Style.UnsetBorderBottomBackground	method	missing		auto-generated
unset.go::method::Style.UnsetBorderBottomForeground	method	missing		auto-generated
unset.go::method::Style.UnsetBorderForeground	method	missing		auto-generated
unset.go::method::Style.UnsetBorderForegroundBlend	method	missing		auto-generated
unset.go::method::Style.UnsetBorderForegroundBlendOffset	method	missing		auto-generated
unset.go::method::Style.UnsetBorderLeft	method	missing		auto-generated
unset.go::method::Style.UnsetBorderLeftBackground	method	missing		auto-generated
unset.go::method::Style.UnsetBorderLeftForeground	method	missing		auto-generated
unset.go::method::Style.UnsetBorderRight	method	missing		auto-generated
unset.go::method::Style.UnsetBorderRightBackground	method	missing		auto-generated
unset.go::method::Style.UnsetBorderRightForeground	method	missing		auto-generated
unset.go::method::Style.UnsetBorderStyle	method	missing		auto-generated
unset.go::method::Style.UnsetBorderTop	method	missing		auto-generated
unset.go::method::Style.UnsetBorderTopBackground	method	missing		auto-generated
unset.go::method::Style.UnsetBorderTopBackgroundColor	method	missing		auto-generated
unset.go::method::Style.UnsetBorderTopForeground	method	missing		auto-generated
unset.go::method::Style.UnsetColorWhitespace	method	missing		auto-generated
unset.go::method::Style.UnsetFaint	method	missing		auto-generated
unset.go::method::Style.UnsetForeground	method	missing		auto-generated
unset.go::method::Style.UnsetHeight	method	missing		auto-generated
unset.go::method::Style.UnsetHyperlink	method	missing		auto-generated
unset.go::method::Style.UnsetInline	method	missing		auto-generated
unset.go::method::Style.UnsetItalic	method	missing		auto-generated
unset.go::method::Style.UnsetMarginBackground	method	missing		auto-generated
unset.go::method::Style.UnsetMarginBottom	method	missing		auto-generated
unset.go::method::Style.UnsetMarginLeft	method	missing		auto-generated
unset.go::method::Style.UnsetMarginRight	method	missing		auto-generated
unset.go::method::Style.UnsetMarginTop	method	missing		auto-generated
unset.go::method::Style.UnsetMargins	method	missing		auto-generated
unset.go::method::Style.UnsetMaxHeight	method	missing		auto-generated
unset.go::method::Style.UnsetMaxWidth	method	missing		auto-generated
unset.go::method::Style.UnsetPadding	method	missing		auto-generated
unset.go::method::Style.UnsetPaddingBottom	method	missing		auto-generated
unset.go::method::Style.UnsetPaddingChar	method	missing		auto-generated
unset.go::method::Style.UnsetPaddingLeft	method	missing		auto-generated
unset.go::method::Style.UnsetPaddingRight	method	missing		auto-generated
unset.go::method::Style.UnsetPaddingTop	method	missing		auto-generated
unset.go::method::Style.UnsetReverse	method	missing		auto-generated
unset.go::method::Style.UnsetStrikethrough	method	missing		auto-generated
unset.go::method::Style.UnsetStrikethroughSpaces	method	missing		auto-generated
unset.go::method::Style.UnsetString	method	missing		auto-generated
unset.go::method::Style.UnsetTabWidth	method	missing		auto-generated
unset.go::method::Style.UnsetTransform	method	missing		auto-generated
unset.go::method::Style.UnsetUnderline	method	missing		auto-generated
unset.go::method::Style.UnsetUnderlineSpaces	method	missing		auto-generated
unset.go::method::Style.UnsetWidth	method	missing		auto-generated
whitespace.go::func::WithWhitespaceChars	func	missing		auto-generated
whitespace.go::func::WithWhitespaceStyle	func	missing		auto-generated
whitespace.go::type::WhitespaceOption	type	missing		auto-generated
whitespace_test.go::test::TestWhitespaceRenderNormal	test	missing		auto-generated
whitespace_test.go::test::TestWhitespaceRenderWithTab	test	missing		auto-generated
whitespace_test.go::test::TestWhitespaceRenderWithZeroWidthChar	test	missing		auto-generated
wrap.go::func::NewWrapWriter	func	missing		auto-generated
wrap.go::func::Wrap	func	missing		auto-generated
wrap.go::method::WrapWriter.Close	method	missing		auto-generated
wrap.go::method::WrapWriter.Link	method	missing		auto-generated
wrap.go::method::WrapWriter.Style	method	missing		auto-generated
wrap.go::method::WrapWriter.Write	method	missing		auto-generated
wrap.go::struct::WrapWriter	struct	missing		auto-generated
writer.go::func::Fprint	func	missing		auto-generated
writer.go::func::Fprintf	func	missing		auto-generated
writer.go::func::Fprintln	func	missing		auto-generated
writer.go::func::Print	func	missing		auto-generated
writer.go::func::Printf	func	missing		auto-generated
writer.go::func::Println	func	missing		auto-generated
writer.go::func::Sprint	func	missing		auto-generated
writer.go::func::Sprintf	func	missing		auto-generated
writer.go::func::Sprintln	func	missing		auto-generated
